OPR Job Code,OPR Job Title,OPR Job Rating,OPR Field Code,OPR Field Title,OPR Field Rating,Soc Code,ONET SOC 2018 Title,ONET SOC 2010 Code,ONET SOC 2010 Title,Census Code 1980,Census Title 1980,GSS Ratings 1989,Census Code 2010,Census Titles 2010,GSS Ratings 2012
1313,Electrical Power-Line Installers and Repairers,48.15,1300,InstallMntnceRepair,43.19,49-9051,Electrical Power-Line Installers and Repairers,49-9051.00,Electrical Power-Line Installers and Repairers,533,Miscellaneous Electrical and Electronic Equipment Repair…,38.53,7410,Electrical power-line installers and repairers,4.75
1313,Electrical Power-Line Installers and Repairers,48.15,1300,InstallMntnceRepair,43.19,49-9052,Telecommunications Line Installers and Repairers,49-9052.00,Telecommunications Line Installers and Repairers,533,Miscellaneous Electrical and Electronic Equipment Repair…,38.53,7420,Telecommunications line installers and repairers,3.6
1314,Fabric Mender,32.09,1300,InstallMntnceRepair,43.19,49-9099,"Installation, Maintenance, and Repair Workers, All Other",49-9093.00,"Fabric Menders, Except Garment",547,"Specified Mechanics and Repairers, n.e.c.",31.55,NA,NA,NA
1315,Farm Equipment Mechanic,43.37,1300,InstallMntnceRepair,43.19,49-3041,Farm Equipment Mechanics and Service Technicians,49-3041.00,Farm Equipment Mechanics and Service Technicians,517,Farm Equipment Mechanics,36.41,7220,Heavy vehicle and mobile equipment service technicians and mechanics,4.6
1316,Geothermal Technician,65.44,1300,InstallMntnceRepair,43.19,49-9099,"Installation, Maintenance, and Repair Workers, All Other",49-9099.01,Geothermal Technicians,235,Technicians,40.85,NA,NA,NA
1317,"Heating, Air Conditioning, and Refrigeration Mechanic and/or Installer",41.99,1300,InstallMntnceRepair,43.19,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics a…",49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics a…",534,Miscellaneous Electrical and Electronic Equipment Repair…,42,7315,"Heating, air conditioning, and refrigeration mechanics and installers",4.6
1317,"Heating, Air Conditioning, and Refrigeration Mechanic and/or Installer",41.99,1300,InstallMntnceRepair,43.19,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics a…",49-9021.01,Heating and Air Conditioning Mechanics and Installers,534,Miscellaneous Electrical and Electronic Equipment Repair…,42,NA,NA,NA
1318,"Helper - Installation, Maintenance and/or Repair Workers",36.63,1300,InstallMntnceRepair,43.19,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",864,"Helpers, Mechanics and Repairers",33.38,7610,"Helpers-installation, maintenance, and repair workers",3.4
1319,Home Appliance Repairer,39.06,1300,InstallMntnceRepair,43.19,49-9031,Home Appliance Repairers,49-9031.00,Home Appliance Repairers,526,Household Appliance and Power Tool Repairers,37.61,7320,Home appliance repairers,3.9
1320,Home Entertainment Equipment Installer and/or Repairer,39.94,1300,InstallMntnceRepair,43.19,49-2097,Audiovisual Equipment Installers and Repairers,49-2097.00,Electronic Home Entertainment Equipment Installers and R…,547,"Specified Mechanics and Repairers, n.e.c.",31.55,7120,Electronic home entertainment equipment installers and repairers,4
1321,Industrial Machinery Mechanic,48.34,1300,InstallMntnceRepair,43.19,49-9041,Industrial Machinery Mechanics,49-9041.00,Industrial Machinery Mechanics,518,Industrial Machinery Repairers,29.51,7330,Industrial and refractory machinery mechanics,4.05
1322,Locksmith and/or Safe Repairer,42.43,1300,InstallMntnceRepair,43.19,49-9094,Locksmiths and Safe Repairers,49-9094.00,Locksmiths and Safe Repairers,536,Locksmiths and Safe Repairers,39.17,7540,"Other installation, maintenance, and repair workers",3.55
1323,Machinery Maintenance Worker,36.56,1300,InstallMntnceRepair,43.19,49-9043,"Maintenance Workers, Machinery",49-9043.00,"Maintenance Workers, Machinery",519,Machinery Maintenance Occupations,25.88,7350,"Maintenance workers, machinery",3.4
1324,Maintenance and Repair Worker - General,38.01,1300,InstallMntnceRepair,43.19,49-9071,"Maintenance and Repair Workers, General",49-9071.00,"Maintenance and Repair Workers, General",549,Not Specified Mechanics and Repairers,43.53,7340,"Maintenance and repair workers, general",4.5
1325,Manufactured Building and Mobile Home Installer,38.09,1300,InstallMntnceRepair,43.19,49-9095,Manufactured Building and Mobile Home Installers,49-9095.00,Manufactured Building and Mobile Home Installers,547,"Specified Mechanics and Repairers, n.e.c.",31.55,7550,Manufactured building and mobile home installers,4
1326,Mechanic - Power Equipment and/or Small Engine,44.03,1300,InstallMntnceRepair,43.19,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,509,Small Engine Repairers,27.75,NA,NA,NA
1327,Mechanical Door Repairer,32.97,1300,InstallMntnceRepair,43.19,49-9011,Mechanical Door Repairers,49-9011.00,Mechanical Door Repairers,547,"Specified Mechanics and Repairers, n.e.c.",31.55,7300,Control and valve installers and repairers,4.2
1328,Medical Equipment Repairer,54.58,1300,InstallMntnceRepair,43.19,49-9062,Medical Equipment Repairers,49-9062.00,Medical Equipment Repairers,547,"Specified Mechanics and Repairers, n.e.c.",31.55,NA,NA,NA
1329,Millwright,43.13,1300,InstallMntnceRepair,43.19,49-9044,Millwrights,49-9044.00,Millwrights,544,Millwrights,42.75,7360,Millwrights,3.7
1330,Mobile Heavy Equipment Mechanic,48.07,1300,InstallMntnceRepair,43.19,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",516,Heavy Equipment Mechanics,44.82,NA,NA,NA
1331,Motorboat Mechanic,45.59,1300,InstallMntnceRepair,43.19,49-3051,Motorboat Mechanics and Service Technicians,49-3051.00,Motorboat Mechanics and Service Technicians,547,"Specified Mechanics and Repairers, n.e.c.",31.55,7240,Small engine mechanics,3.8
1332,Motorcycle Mechanic,40.74,1300,InstallMntnceRepair,43.19,49-3052,Motorcycle Mechanics,49-3052.00,Motorcycle Mechanics,547,"Specified Mechanics and Repairers, n.e.c.",31.55,NA,NA,NA
1333,Musical Instrument Repairer and/or Tuner,45.4,1300,InstallMntnceRepair,43.19,49-9063,Musical Instrument Repairers and Tuners,49-9063.00,Musical Instrument Repairers and Tuners,535,"Camera, Watch, and Musical Instrument Repairers",35.49,NA,NA,NA
1334,Precision Instrument and Equipment Repairer,50.81,1300,InstallMntnceRepair,43.19,49-9069,"Precision Instrument and Equipment Repairers, All Other",49-9069.00,"Precision Instrument and Equipment Repairers, All Other",547,"Specified Mechanics and Repairers, n.e.c.",31.55,NA,NA,NA
1335,Radio Mechanic,48.03,1300,InstallMntnceRepair,43.19,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repa…",49-2021.01,Radio Mechanics,523,"Electronic Repairers, Communications and Industrial Equi…",38.88,NA,NA,NA
1336,Rail Car Repairer,43.99,1300,InstallMntnceRepair,43.19,49-3043,Rail Car Repairers,49-3043.00,Rail Car Repairers,547,"Specified Mechanics and Repairers, n.e.c.",31.55,NA,NA,NA
1337,Recreational Vehicle Service Technician,41.7,1300,InstallMntnceRepair,43.19,49-3092,Recreational Vehicle Service Technicians,49-3092.00,Recreational Vehicle Service Technicians,235,Technicians,40.85,NA,NA,NA
1338,Refractory Materials Repairer,41.61,1300,InstallMntnceRepair,43.19,49-9045,"Refractory Materials Repairers, Except Brickmasons",49-9045.00,"Refractory Materials Repairers, Except Brickmasons",547,"Specified Mechanics and Repairers, n.e.c.",31.55,NA,NA,NA
1339,Refrigeration Mechanic and/or Installer,29.85,1300,InstallMntnceRepair,43.19,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics a…",49-9021.02,Refrigeration Mechanics and Installers,534,"Heating, Air Conditioning, and Refrigeration Mechanic an…",42,NA,NA,NA
1340,Rigger,39.08,1300,InstallMntnceRepair,43.19,49-9096,Riggers,49-9096.00,Riggers,849,Crane and Tower Operators,42.34,7560,Riggers,4.5
1341,Security and/or Fire Alarm Systems Installer,41.82,1300,InstallMntnceRepair,43.19,49-2098,Security and Fire Alarm Systems Installers,49-2098.00,Security and Fire Alarm Systems Installers,547,"Specified Mechanics and Repairers, n.e.c.",31.55,7130,Security and fire alarm systems installers,4.3
1342,Signal and Track Switch Repairer,46.53,1300,InstallMntnceRepair,43.19,49-9097,Signal and Track Switch Repairers,49-9097.00,Signal and Track Switch Repairers,547,"Specified Mechanics and Repairers, n.e.c.",31.55,7600,Signal and track switch repairers,4.9
1343,"Supervisor/Manager of Mechanics, Installers, and/or Repairers",50.94,1300,InstallMntnceRepair,43.19,49-1011,"First-Line Supervisors of Mechanics, Installers, and Rep…",49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Rep…",503,"Supervisors, Mechanics and Repairers",49.82,7000,"First-line supervisors of mechanics, installers, and repairers",4.5
1344,Telecommunications Equipment Installer and/or Repairer,43.76,1300,InstallMntnceRepair,43.19,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repa…",49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repa…",529,Telephone Installers and Repairers,36.38,7020,Radio and telecommunications equipment installers and repairers,4.05
1344,Telecommunications Equipment Installer and/or Repairer,43.76,1300,InstallMntnceRepair,43.19,49-2022,"Telecommunications Equipment Installers and Repairers, E…",49-2022.00,"Telecommunications Equipment Installers and Repairers, E…",529,Telephone Installers and Repairers,36.38,NA,NA,NA
1345,Tire Repairer and/or Changer,29.29,1300,InstallMntnceRepair,43.19,49-3093,Tire Repairers and Changers,49-3093.00,Tire Repairers and Changers,547,"Specified Mechanics and Repairers, n.e.c.",31.55,NA,NA,NA
1346,Watch Repairer,46.5,1300,InstallMntnceRepair,43.19,49-9064,Watch and Clock Repairers,49-9064.00,Watch Repairers,535,"Camera, Watch, and Musical Instrument Repairers",35.49,NA,NA,NA
1347,Wind Turbine Service Technician,53.7,1300,InstallMntnceRepair,43.19,49-9081,Wind Turbine Service Technicians,49-9081.00,Wind Turbine Service Technicians,235,Technicians,40.85,7440,Wind turbine service technicians,4.9
1348,"Other - Installation, Maintenance, and Repair Worker",38.64,1300,InstallMntnceRepair,43.19,49-9099,"Installation, Maintenance, and Repair Workers, All Other",49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",549,Not Specified Mechanics and Repairers,43.53,7630,NA,NA
1401,"Administrative Law Judge, Adjudicator, and/or Hearing Officer",74.45,1400,LawLegalSvcs,76.85,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Off…",23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Off…",40,Professional Specialty Occupations ,64.38,2110,"Judges, magistrates, and other judicial workers",6.9
1402,"Arbitrator, Mediator, and/or Conciliator",60.72,1400,LawLegalSvcs,76.85,23-1022,"Arbitrators, Mediators, and Conciliators",23-1022.00,"Arbitrators, Mediators, and Conciliators",40,Professional Specialty Occupations ,64.38,NA,NA,NA
1403,Court Reporter,47.85,1400,LawLegalSvcs,76.85,27-3092,Court Reporters and Simultaneous Captioners,23-2091.00,Court Reporters,40,Professional Specialty Occupations ,64.38,NA,NA,NA
1404,"Judge, Magistrate Judge, and/or Magistrate",80.86,1400,LawLegalSvcs,76.85,23-1023,"Judges, Magistrate Judges, and Magistrates",23-1023.00,"Judges, Magistrate Judges, and Magistrates",179,Judges,71.49,NA,NA,NA
1405,Law Clerk,57.92,1400,LawLegalSvcs,76.85,23-1012,Judicial Law Clerks,23-1012.00,Judicial Law Clerks,40,Professional Specialty Occupations ,64.38,2105,Judicial law clerks,5.7
1406,Lawyer,72.94,1400,LawLegalSvcs,76.85,23-1011,Lawyers,23-1011.00,Lawyers,178,Lawyers,74.77,2100,Lawyers,6.4
1407,Paralegal and/or Legal Assistant,57.49,1400,LawLegalSvcs,76.85,23-2011,Paralegals and Legal Assistants,23-2011.00,Paralegals and Legal Assistants,234,Legal Assistants,56.53,2145,Paralegals and legal assistants,5.1
1408,"Title Examiner, Abstractor, and/or Searcher",47.92,1400,LawLegalSvcs,76.85,23-2093,"Title Examiners, Abstractors, and Searchers",23-2093.00,"Title Examiners, Abstractors, and Searchers",40,Professional Specialty Occupations ,64.38,NA,NA,NA
1409,Other - Legal Worker,53.06,1400,LawLegalSvcs,76.85,NA,NA,NA,NA,40,Professional Specialty Occupations ,64.38,NA,NA,NA
1410,Other - Legal Support Worker,50.97,1400,LawLegalSvcs,76.85,23-2099,"Legal Support Workers, All Other",23-2099.00,"Legal Support Workers, All Other",40,Professional Specialty Occupations ,64.38,2160,Miscellaneous legal support workers,4.55
1501,Agricultural and/or Food Science Technician,59.87,1500,LifePhysicalSocialScience,78.23,19-4012,Agricultural Technicians,19-4011.00,Agricultural and Food Science Technicians,235,Technicians,40.85,1900,Agricultural and food science technicians,4.6
1501,Agricultural and/or Food Science Technician,59.87,1500,LifePhysicalSocialScience,78.23,19-4013,Food Science Technicians,19-4011.00,Agricultural and Food Science Technicians,235,Technicians,40.85,1900,NA,NA
1501,Agricultural and/or Food Science Technician,59.87,1500,LifePhysicalSocialScience,78.23,19-4012,Agricultural Technicians,19-4011.01,Agricultural Technicians,235,Technicians,40.85,NA,NA,NA
1501,Agricultural and/or Food Science Technician,59.87,1500,LifePhysicalSocialScience,78.23,19-4013,Food Science Technicians,19-4011.02,Food Science Technicians,235,Technicians,40.85,NA,NA,NA
1502,Animal Scientist,63.58,1500,LifePhysicalSocialScience,78.23,19-1011,Animal Scientists,19-1011.00,Animal Scientists,78,Biological and Life Scientists,73.14,NA,NA,NA
1503,Anthropologist,71.94,1500,LifePhysicalSocialScience,78.23,19-3091,Anthropologists and Archeologists,19-3091.01,Anthropologists,169,Social Scientists,65.02,NA,NA,NA
1504,Archeologist,71.55,1500,LifePhysicalSocialScience,78.23,19-3091,Anthropologists and Archeologists,19-3091.02,Archeologists,169,Social Scientists,65.02,NA,NA,NA
15031504,NA,NA,NA,NA,NA,19-3091,Anthropologists and Archeologists,19-3091.00,Anthropologists and Archeologists,NA,NA,NA,NA,NA,NA
1505,Astronomer,78.59,1500,LifePhysicalSocialScience,78.23,19-2011,Astronomers,19-2011.00,Astronomers,69,Physicists and Astronomers,73.48,1700,Astronomers and physicists,6.9
1506,Atmospheric and/or Space Scientist,80.29,1500,LifePhysicalSocialScience,78.23,19-2021,Atmospheric and Space Scientists,19-2021.00,Atmospheric and Space Scientists,74,Atmospheric and Space Scientists,63.39,1710,Atmospheric and space scientists,5.9
1507,Biochemist,83.93,1500,LifePhysicalSocialScience,78.23,19-1021,Biochemists and Biophysicists,19-1021.00,Biochemists and Biophysicists,78,Biological and Life Scientists,73.14,NA,NA,NA
1508,Bioinformatics Scientist,78.12,1500,LifePhysicalSocialScience,78.23,19-1029,"Biological Scientists, All Other",19-1029.01,Bioinformatics Scientists,78,Biological and Life Scientists,73.14,NA,NA,NA
1509,Biological Technician,64.95,1500,LifePhysicalSocialScience,78.23,19-4021,Biological Technicians,19-4021.00,Biological Technicians,223,Biological Technicians,32.35,1910,Biological technicians,4.8
1510,Biologists,75.11,1500,LifePhysicalSocialScience,78.23,19-1020,Biological Scientists,19-1020.01,Biologists,78,Biological and Life Scientists,73.14,1610,Biological scientists,6.9
1511,Biophysicist,80.54,1500,LifePhysicalSocialScience,78.23,NA,NA,NA,NA,78,Biological and Life Scientists,73.14,NA,NA,NA
1512,Chemical Technician,66.09,1500,LifePhysicalSocialScience,78.23,19-4031,Chemical Technicians,19-4031.00,Chemical Technicians,224,Chemical Technicians,37.61,1920,Chemical technicians,5.5
1513,Chemist,74.74,1500,LifePhysicalSocialScience,78.23,19-2031,Chemists,19-2031.00,Chemists,73,Chemists,73.33,1720,Chemists and materials scientists,6.7
1514,City and Regional Planning Aide,55.29,1500,LifePhysicalSocialScience,78.23,19-4061,Social Science Research Assistants,19-4061.01,City and Regional Planning Aides,290,"Administrative Support Occupations, Including Clerical ",38.16,NA,NA,NA
1515,Climate Change Analyst,63.06,1500,LifePhysicalSocialScience,78.23,19-2041,"Environmental Scientists and Specialists, Including Heal…",19-2041.01,Climate Change Analysts,76,"Physical Scientists, n.e.c.",73.09,NA,NA,NA
1516,Conservation Scientist,68.86,1500,LifePhysicalSocialScience,78.23,19-1031,Conservation Scientists,19-1031.00,Conservation Scientists,79,Forestry and Conservation Scientists,54.53,1640,Conservation scientists and foresters,4.6
1517,Economist,67.83,1500,LifePhysicalSocialScience,78.23,19-3011,Economists,19-3011.00,Economists,166,Economists,62.86,1800,Economists,6
1518,Environmental Economist,66.64,1500,LifePhysicalSocialScience,78.23,19-3011,Economists,19-3011.01,Environmental Economists,76,"Physical Scientists, n.e.c.",73.09,NA,NA,NA
1519,Environmental Restoration Planner,61.64,1500,LifePhysicalSocialScience,78.23,19-2041,"Environmental Scientists and Specialists, Including Heal…",19-2041.02,Environmental Restoration Planners,76,"Physical Scientists, n.e.c.",73.09,NA,NA,NA
1520,Environmental Science Technician,63.96,1500,LifePhysicalSocialScience,78.23,19-4042,"Environmental Science and Protection Technicians, Includ…",19-4091.00,"Environmental Science and Protection Technicians, Includ…",235,Technicians,40.85,NA,NA,NA
1521,Environmental Scientist,69.62,1500,LifePhysicalSocialScience,78.23,19-2041,"Environmental Scientists and Specialists, Including Heal…",19-2041.00,"Environmental Scientists and Specialists, Including Heal…",76,"Physical Scientists, n.e.c.",73.09,1740,Environmental scientists and geoscientists,6.1
1522,Epidemiologist,77.63,1500,LifePhysicalSocialScience,78.23,19-1041,Epidemiologists,19-1041.00,Epidemiologists,78,Biological and Life Scientists,73.14,NA,NA,NA
1523,Food Scientist and/or Technologist,68.73,1500,LifePhysicalSocialScience,78.23,19-1012,Food Scientists and Technologists,19-1012.00,Food Scientists and Technologists,77,Agricultural and Food Scientists,58,1600,Agricultural and food scientists,5.5
1524,Forensic Science Technician,72.67,1500,LifePhysicalSocialScience,78.23,19-4092,Forensic Science Technicians,19-4092.00,Forensic Science Technicians,235,Technicians,40.85,NA,NA,NA
1525,Forest and Conservation Technician,55.95,1500,LifePhysicalSocialScience,78.23,19-4071,Forest and Conservation Technicians,19-4093.00,Forest and Conservation Technicians,235,Technicians,40.85,NA,NA,NA
1526,Forester,56.27,1500,LifePhysicalSocialScience,78.23,19-1032,Foresters,19-1032.00,Foresters,79,Forestry and Conservation Scientists,54.53,NA,NA,NA
1527,Geneticist,78.64,1500,LifePhysicalSocialScience,78.23,19-1029,"Biological Scientists, All Other",19-1029.03,Geneticists,83,Medical Scientists,86.05,NA,Medical scientists,6
1528,Geographer,62.59,1500,LifePhysicalSocialScience,78.23,19-3092,Geographers,19-3092.00,Geographers,75,Geologists and Geodesists,69.75,NA,NA,NA
1529,Geological and/or Petroleum Technician,67.91,1500,LifePhysicalSocialScience,78.23,19-4043,"Geological Technicians, Except Hydrologic Technicians",19-4041.00,Geological and Petroleum Technicians,235,Technicians,40.85,1930,Geological and petroleum technicians,6.15
1529,Geological and/or Petroleum Technician,67.91,1500,LifePhysicalSocialScience,78.23,19-4044,Hydrologic Technicians,19-4041.00,Geological and Petroleum Technicians,235,Technicians,40.85,1930,NA,NA
1530,Geological Sample Test Technician,61.32,1500,LifePhysicalSocialScience,78.23,19-4043,"Geological Technicians, Except Hydrologic Technicians",19-4041.02,Geological Sample Test Technicians,235,Technicians,40.85,NA,NA,NA
1531,Geophysical Data Technician,67.86,1500,LifePhysicalSocialScience,78.23,19-4043,"Geological Technicians, Except Hydrologic Technicians",19-4041.01,Geophysical Data Technicians,235,Technicians,40.85,NA,NA,NA
1532,Geoscientist (except Hydrologist or Geographer),72.55,1500,LifePhysicalSocialScience,78.23,19-2042,"Geoscientists, Except Hydrologists and Geographers",19-2042.00,"Geoscientists, Except Hydrologists and Geographers",75,Geologists and Geodesists,69.75,NA,NA,NA
1533,Historian,63.96,1500,LifePhysicalSocialScience,78.23,19-3093,Historians,19-3093.00,Historians,169,Social Scientists,65.02,NA,NA,NA
1534,Hydrologist,63.67,1500,LifePhysicalSocialScience,78.23,19-2043,Hydrologists,19-2043.00,Hydrologists,76,"Physical Scientists, n.e.c.",73.09,NA,NA,NA
1535,Industrial Ecologist,66,1500,LifePhysicalSocialScience,78.23,19-2041,"Environmental Scientists and Specialists, Including Heal…",19-2041.03,Industrial Ecologists,76,"Physical Scientists, n.e.c.",73.09,NA,NA,NA
1536,Market Research Analyst,57.12,1500,LifePhysicalSocialScience,78.23,13-1161,Market Research Analysts and Marketing Specialists,13-1161.00,Market Research Analysts and Marketing Specialists,40,Professional Specialty Occupations ,64.38,735,Market research analysts and marketing specialists,5.6
1537,Materials Scientist,71.41,1500,LifePhysicalSocialScience,78.23,19-2032,Materials Scientists,19-2032.00,Materials Scientists,76,"Physical Scientists, n.e.c.",73.09,NA,NA,NA
1538,Medical Scientist (except Epidemiologist),81.23,1500,LifePhysicalSocialScience,78.23,19-1042,"Medical Scientists, Except Epidemiologists",19-1042.00,"Medical Scientists, Except Epidemiologists",83,Medical Scientists,86.05,1650,NA,NA
1539,Microbiologist,76.68,1500,LifePhysicalSocialScience,78.23,19-1022,Microbiologists,19-1022.00,Microbiologists,78,Biological and Life Scientists,73.14,NA,NA,NA
1540,Molecular and Cellular Biologist,78.9,1500,LifePhysicalSocialScience,78.23,19-1029,"Biological Scientists, All Other",19-1029.02,Molecular and Cellular Biologists,78,Biological and Life Scientists,73.14,NA,NA,NA
1541,Neuropsychologist and/or Clinical Neuropsychologist,82.79,1500,LifePhysicalSocialScience,78.23,19-3039,"Psychologists, All Other",19-3039.01,Neuropsychologists and Clinical Neuropsychologists,83,Medical Scientists,86.05,NA,NA,NA
1542,Nuclear Equipment Operation Technician,70.11,1500,LifePhysicalSocialScience,78.23,19-4051,Nuclear Technicians,19-4051.01,Nuclear Equipment Operation Technicians,235,Technicians,40.85,NA,NA,NA
1543,Nuclear Monitoring Technician,69.84,1500,LifePhysicalSocialScience,78.23,19-4051,Nuclear Technicians,19-4051.02,Nuclear Monitoring Technicians,235,Technicians,40.85,NA,NA,NA
1544,Nuclear Technician,76.86,1500,LifePhysicalSocialScience,78.23,19-4051,Nuclear Technicians,19-4051.00,Nuclear Technicians,235,Technicians,40.85,1940,Nuclear technicians,7
1545,Park Naturalist,54.27,1500,LifePhysicalSocialScience,78.23,19-1031,Conservation Scientists,19-1031.03,Park Naturalists,79,Forestry and Conservation Scientists,54.53,NA,NA,NA
1546,Physicist,82.66,1500,LifePhysicalSocialScience,78.23,19-2012,Physicists,19-2012.00,Physicists,69,Physicists and Astronomers,73.48,NA,NA,NA
1547,Political Scientist,59.59,1500,LifePhysicalSocialScience,78.23,19-3094,Political Scientists,19-3094.00,Political Scientists,169,Social Scientists,65.02,NA,NA,NA
1548,Precision Agriculture Technician,59.5,1500,LifePhysicalSocialScience,78.23,19-4012,Agricultural Technicians,19-4099.02,Precision Agriculture Technicians,235,Technicians,40.85,NA,NA,NA
154915511556,NA,NA,NA,NA,NA,19-3033,Clinical and Counseling Psychologists,19-3031.00,"Clinical, Counseling, and School Psychologists",NA,NA,NA,1820,NA,NA
1549,Psychologist - Clinical,74.21,1500,LifePhysicalSocialScience,78.23,19-3033,Clinical and Counseling Psychologists,19-3031.02,Clinical Psychologists,167,Psychologists,69.39,NA,NA,NA
1550,Psychologist - Cognitive,73.92,1500,LifePhysicalSocialScience,78.23,NA,NA,NA,NA,167,Psychologists,69.39,NA,NA,NA
1551,Psychologist - Counseling,69.26,1500,LifePhysicalSocialScience,78.23,19-3033,Clinical and Counseling Psychologists,19-3031.03,Counseling Psychologists,167,Psychologists,69.39,NA,NA,NA
1552,Psychologist - Developmental,70.11,1500,LifePhysicalSocialScience,78.23,NA,NA,NA,NA,167,Psychologists,69.39,NA,NA,NA
1553,Psychologist - Industrial-Organizational,69.09,1500,LifePhysicalSocialScience,78.23,19-3032,Industrial-Organizational Psychologists,19-3032.00,Industrial-Organizational Psychologists,167,Psychologists,69.39,NA,Psychologists,6.4
1554,Psychologist - Other,74.17,1500,LifePhysicalSocialScience,78.23,19-3039,"Psychologists, All Other",19-3039.00,"Psychologists, All Other",167,Psychologists,69.39,NA,NA,NA
1555,Psychologist - Personality,69.26,1500,LifePhysicalSocialScience,78.23,NA,NA,NA,NA,167,Psychologists,69.39,NA,NA,NA
1556,Psychologist - School,64.62,1500,LifePhysicalSocialScience,78.23,19-3034,School Psychologists,19-3031.01,School Psychologists,167,Psychologists,69.39,NA,NA,NA
154915511556,NA,NA,NA,NA,NA,19-3034,School Psychologists,19-3031.00,"Clinical, Counseling, and School Psychologists",NA,NA,NA,1820,NA,NA
1557,Psychologist - Social,69.59,1500,LifePhysicalSocialScience,78.23,NA,NA,NA,NA,167,Psychologists,69.39,NA,NA,NA
1558,Quality Control Analyst,54.79,1500,LifePhysicalSocialScience,78.23,19-4099,"Life, Physical, and Social Science Technicians, All Othe…",19-4099.01,Quality Control Analysts,40,Professional Specialty Occupations ,64.38,NA,NA,NA
1559,Range Manager,52.81,1500,LifePhysicalSocialScience,78.23,19-1031,Conservation Scientists,19-1031.02,Range Managers,40,Professional Specialty Occupations ,64.38,NA,NA,NA
1560,Remote Sensing Scientist and/or Technologist,70.51,1500,LifePhysicalSocialScience,78.23,19-2099,"Physical Scientists, All Other",19-2099.01,Remote Sensing Scientists and Technologists,40,Professional Specialty Occupations ,64.38,NA,NA,NA
1561,Remote Sensing Technician,60,1500,LifePhysicalSocialScience,78.23,19-4099,"Life, Physical, and Social Science Technicians, All Othe…",19-4099.03,Remote Sensing Technicians,235,Technicians,40.85,NA,NA,NA
1562,Social Science Research Assistant,55.41,1500,LifePhysicalSocialScience,78.23,19-4061,Social Science Research Assistants,19-4061.00,Social Science Research Assistants,290,"Administrative Support Occupations, Including Clerical ",38.16,1950,Social science research assistants,5.3
1563,Sociologist,60.59,1500,LifePhysicalSocialScience,78.23,19-3041,Sociologists,19-3041.00,Sociologists,168,Sociologists,60.75,1830,Sociologists,6.1
1564,Soil and Plant Scientist,66.87,1500,LifePhysicalSocialScience,78.23,19-1013,Soil and Plant Scientists,19-1013.00,Soil and Plant Scientists,79,Forestry and Conservation Scientists,54.53,NA,NA,NA
1565,Soil and/or Water Conservationist,59.01,1500,LifePhysicalSocialScience,78.23,19-1031,Conservation Scientists,19-1031.01,Soil and Water Conservationists,79,Forestry and Conservation Scientists,54.53,NA,NA,NA
1566,Survey Researcher,51.03,1500,LifePhysicalSocialScience,78.23,19-3022,Survey Researchers,19-3022.00,Survey Researchers,169,Social Scientists,65.02,1815,Survey researchers,3.9
1567,Transportation Planner,52.98,1500,LifePhysicalSocialScience,78.23,19-3099,"Social Scientists and Related Workers, All Other",19-3099.01,Transportation Planners,814,Motor Transportation Occupations,24.89,NA,NA,NA
1568,Urban and Regional Planner,61.95,1500,LifePhysicalSocialScience,78.23,19-3051,Urban and Regional Planners,19-3051.00,Urban and Regional Planners,173,Urban Planners,52.32,1840,Urban and regional planners,5.5
1569,Zoologist and/or Wildlife Biologist,69.56,1500,LifePhysicalSocialScience,78.23,19-1023,Zoologists and Wildlife Biologists,19-1023.00,Zoologists and Wildlife Biologists,78,Biological and Life Scientists,73.14,NA,NA,NA
1570,Other - Biological Scientist,75.79,1500,LifePhysicalSocialScience,78.23,19-1029,"Biological Scientists, All Other",19-1029.00,"Biological Scientists, All Other",78,Biological and Life Scientists,73.14,NA,NA,NA
1571,Other - Life Scientist,67.17,1500,LifePhysicalSocialScience,78.23,19-1099,"Life Scientists, All Other",19-1099.00,"Life Scientists, All Other",78,Biological and Life Scientists,73.14,1660,"Life scientists, all other",4.8
1572,"Other - Life, Physical and Social Science Technician",58.99,1500,LifePhysicalSocialScience,78.23,19-4044,Hydrologic Technicians,19-4099.00,"Life, Physical, and Social Science Technicians, All Othe…",235,Technicians,40.85,1965,"Miscellaneous life, physical, and social science technicians",4.5
